,English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
4089,What is the impact on children? ,बच्चों पर क्या होता है प्रभाव? ,32,31,1
4094,Can you understand what Im saying? ,आप समझ सकते हैं कि हम क्या कहना चाह रहे हैं? ,35,45,-10
4095,It has that history to it. ,उसका ऐसा करने का इतिहास है। ,27,28,-1
4103,You have to be involved. ,शामिल होना होगा। ,25,17,8
4118,"Jattana meets CM, seeks relief ",प्रधानमंत्री से मिले सीएम ,31,26,5
4125,House Owner ,घर की मालकिन को ,12,16,-4
4128,Look again ,दोबारा देखिए। ,11,14,-3
4131,That was me. ,यह मैं ही था। ,13,14,-1
4133,Slamming baby pigs to ground ,सूअर के बच्चे को धरती पर पटकना ,29,31,-2
4134,"""There were no means of transportation there. ","""वहां पर आने-जाने का कोई साधन नहीं था। ",46,39,7
4135,This gives energy. ,इससे एनर्जी मिलती है। ,19,22,-3
4138,This is Congress party. ,ह है कांग्रेस पार्टी। ,24,22,2
4142,"""The BJP is expected to get 106 seats ",बसपा 90 सीटों पर चुनाव लड़ती आई है ,38,35,3
4143,At least 35 people were injured in the fire. ,इस धमाके में कम से कम 35 लोग जख्मी हुए हैं. ,45,44,1
4158,Sakshi Sharma ,शशि कामरा ,14,10,4
4159,"Hence, the allegations are totally false. ",इसलिए यह आरोप पूरी तरह से झूठा है. ,42,35,7
4190,Some technical problems are also apparent. ,जांच में कुछ तकनीकी समस्या भी आ रही हैं। ,43,41,2
4193,She is in the kitchen. ,"""वह किचन में है. ",23,17,6
4195,He also served as state attorney. ,सरकारी वकील के तौर पर भी उन्होंने सेवा दी। ,34,43,-9
4201,It also has moisturising properties. ,इसमें ब्लीचिंग गुण भी होते हैं। ,37,32,5
4204,"So, I was forced to hide my family. ",इसलिए मुझे अपने परिवार को छिपाना पड़ा. ,36,39,-3
4212,Will this not generate jobs? ,क्या इससे नौकरियां नहीं आ रहीं? ,29,32,-3
4221,"""The reasons for the suicide are not known. ",खुदकुशी करने के कारणों का खुलासा नहीं हो पाया है। ,44,50,-6
4223,A bar in London. ,लंदन का एक बार। ,17,16,1
4224,"""The message reads: """"I love you."" ","संदेश में लिखा था, 'मैं आपसे प्यार करता हूँ. ",35,45,-10
4225,EPI means Every Person is Important. ,EPI मतलब ऐवरी पर्सन इज इम्पॉर्टेंट। ,37,36,1
4228,Greater attention to need based programmes. ,आवश्यकता अनुरूप कार्यक्रमों पर अधिक ध्यान। ,44,43,1
4230,But let's not get ahead of ourselves. ,"लेकिन, चलो खुद से आगे नहीं। ",38,28,10
4242,Gold investment demand set to surge ,निवेश मांग से सोने में आएगा उफान ,36,33,3
4244,"""The fear was not unfounded ",’ आशंका निर्मूल न थी: ,28,22,6
4248,But headship does not mean dictatorship. ,लेकिन मुखियापन का मतलब तानाशाही नहीं है । ,41,42,-1
4251,"After that, click on the result link. ",फिर रिजल्ट लिंक पर क्लिक करें। ,38,31,7
4253,And it 's at the scale of the night sky. ,और रात के आसमान के पैमाने पर है। ,41,33,8
4261,"New Delhi/Kolkata, September 13 ","कोलकाता, 9 सितंबर (भाषा)। ",32,26,6
4268,for the entire city. ,पूरे गांव के लिए। ,21,18,3
4276,What do you...? ,क्या बात... ? ,16,14,2
4279,Everyone needs to understand this. ,ये बात किसी भी व्यक्ति को समझना चाहिए। ,35,39,-4
4281,Not just for her but for her family too. ,न केवल वे बल्कि उनका परिवार भी. ,41,32,9
4282,How would it affect our work? ,अब इसका हमारे काम पर कैसा असर होता? ,30,36,-6
4283,McGraths wife loses cancer battle ,» कैंसर से लड़ाई हारीं मैकग्रॉ की पत्नी ,34,40,-6
4285,"""Their turnover was also one of the highest. ",ईसीआईएल की आज तक टर्नओवर भी सर्वाधिक थी। ,45,41,4
4286,That gets top priority. ,उन्हे पहली प्राथमिकता देते हैं. ,24,32,-8
4287,People die all the time. ,जनता तो हरपल मृत्यु. ,25,21,4
4298,38 killed as train rams into bus ,"ट्रेन की चपेट में आयी बस, 38 की मौत ",33,36,-3
4299,Three held for planning robbery ,लूट की योजना बनाते तीन काबू ,32,28,4
4304,Inflation rises ,बढ़ती ही जा रही है महंगाई ,16,26,-10
4305,Tyres of 2 vehicles stolen in Mohali ,आधी रात को 2 वाहनों के टायर चोरी ,37,33,4
4309,Three incidents have been reported in Delhi. ,दिल्ली में तीन तलाक का मामला सामने आया है. ,45,43,2
4310,"However, their bodies were never recovered. ",हालांकि इनके शवों को बरामद नहीं किया जा सका. ,44,45,-1
4311,electric cell ,बैटरी ,14,6,8
4317,"""The report exposed another thing. ",रिपोर्ट में एक और तथ्य उजागर हुआ है. ,35,37,-2
4323,"""The phone has 32GB built-in storage. ",फोन की इनबिल्ट स्टोरेज 32 जीबी है। ,38,35,3
4324,What were these flaws? ,ऐसी क्या खामियां रह गईं? ,23,25,-2
4325,Our bench strength has improved a lot as well. ,हमारी बेंच स्ट्रेंथ भी बेहतर हुई है. ,47,37,10
4326,Do you want that? ,क्या आप वैसा चाहते हैं? ,18,24,-6
